  Resolution      |CTFsim|    EPA( Ln|F| )    EPA(Ln|F| - Bg)    CCC
    3.902957      0.977346     11.054932       0.007763       0.686119 
    3.895756      0.996310     11.056495       0.008514       0.686183 
    3.888582      0.999135     11.057347       0.008608       0.686063 
    3.881434      0.985703     11.057518       0.008040       0.686520 
    3.874312      0.956155     11.057164       0.006817       0.687910 
    3.867216      0.910904     11.056301       0.005059       0.690528 
    3.860146      0.850617     11.054882       0.002799       0.694594 
    3.853102      0.776225     11.053293       0.000239       0.700251 
    3.846084      0.688897     11.051353      -0.002499       0.707573 
    3.839091      0.590010     11.049501      -0.005184       0.716568 
    3.832124      0.481164     11.047915      -0.007656       0.727264 
    3.825181      0.364130     11.046616      -0.009724       0.739401 
    3.818264      0.240837     11.045810      -0.011264       0.752924 
    3.811372      0.113311     11.045772      -0.012173       0.767551 
    3.804504      0.016308     11.046375      -0.012395       0.782807 
    3.797662      0.145849     11.047643      -0.011943       0.798246 
    3.790844      0.273110     11.049423      -0.010854       0.813452 
    3.784050      0.395915     11.052115      -0.009232       0.828061 
    3.777281      0.512167     11.054938      -0.007152       0.841784 
    3.770536      0.619840     11.058091      -0.004830       0.854321 
    3.763815      0.717053     11.061500      -0.002349       0.865127 
    3.757118      0.802088     11.064711       0.000065       0.874321 
    3.750444      0.873423     11.067826       0.002308       0.881695 
    3.743794      0.929772     11.070494       0.004217       0.887070 
    3.737168      0.970086     11.072829       0.005651       0.890298 
    3.730565      0.993597     11.074528       0.006562       0.891263 
    3.723986      0.999820     11.075578       0.006819       0.889875 
    3.717430      0.988573     11.075984       0.006469       0.886080 
    3.710896      0.959976     11.076072       0.005458       0.879852 
    3.704386      0.914457     11.075395       0.003894       0.871796 
    3.697898      0.852747     11.074121       0.001848       0.861448 
    3.691434      0.775868     11.072701      -0.000510       0.849003 
    3.684991      0.685126     11.071251      -0.003024       0.834665 
    3.678571      0.582063     11.069616      -0.005484       0.818707 
    3.672174      0.468473     11.068181      -0.007703       0.801485 
    3.665799      0.346343     11.067136      -0.009518       0.783422 
    3.659446      0.217826     11.066807      -0.010796       0.764999 
    3.653114      0.085221     11.066939      -0.011475       0.746717 
    3.646805      0.049112     11.067824      -0.011532       0.729064 
    3.640517      0.182747     11.069182      -0.011029       0.712618 
    3.634251      0.313254     11.071126      -0.010033       0.697944 
    3.628007      0.438242     11.073380      -0.008652       0.685237 
    3.621784      0.555399     11.075914      -0.007039       0.674600 
    3.615582      0.662568     11.078486      -0.005293       0.666025 
    3.609402      0.757733     11.081121      -0.003571       0.659393 
    3.603242      0.839088     11.083591      -0.002005       0.654473 
    3.597104      0.905078     11.085823      -0.000681       0.650936 
    3.590986      0.954419     11.087714       0.000252       0.648919 
    3.584890      0.986128     11.089088       0.000782       0.647575 
    3.578814      0.999543     11.090096       0.000795       0.646003 
    3.572758      0.994337     11.090508       0.000341       0.644129 
    3.566723      0.970533     11.090325      -0.000598       0.641400 
    3.560708      0.928504     11.089911      -0.001969       0.637309 
    3.554714      0.868962     11.089296      -0.003622       0.631428 
    3.548739      0.792961     11.088270      -0.005614       0.623444 
    3.542785      0.701870     11.087010      -0.007684       0.613193 
    3.536851      0.597357     11.085784      -0.009870       0.600687 
    3.530936      0.481363     11.084704      -0.011942       0.586198 
    3.525042      0.356035     11.083611      -0.013875       0.570176 
    3.519167      0.223744     11.082764      -0.015567       0.553135 
    3.513311      0.086987     11.082401      -0.016866       0.535717 
    3.507475      0.051617     11.082386      -0.017807       0.518940 
    3.501658      0.189401     11.082873      -0.018209       0.503859 
    3.495861      0.323716     11.083783      -0.018245       0.491330 
    3.490083      0.451942     11.085340      -0.017753       0.481742 
    3.484324      0.571563     11.087046      -0.016974       0.475340 
    3.478583      0.680220     11.088879      -0.015901       0.472166 
    3.472862      0.775739     11.091068      -0.014711       0.471968 
    3.467159      0.856216     11.093165      -0.013554       0.474864 
    3.461475      0.920007     11.095178      -0.012483       0.480422 
    3.455810      0.965791     11.097047      -0.011695       0.488044 
    3.450163      0.992595     11.098363      -0.011185       0.497004 
    3.444535      0.999820     11.099443      -0.011077       0.506479 
    3.438925      0.987245     11.100183      -0.011308       0.515602 
    3.433333      0.955044     11.100391      -0.011943       0.523504 
    3.427760      0.903783     11.100570      -0.012871       0.529368 
    3.422204      0.834417     11.100054      -0.014115       0.532088 
    3.416667      0.748260     11.099806      -0.015513       0.531566 
    3.411147      0.646976     11.099173      -0.017058       0.527607 
    3.405645      0.532553     11.098653      -0.018565       0.520380 
    3.400161      0.407246     11.098166      -0.019989       0.510338 
    3.394695      0.273559     11.097937      -0.021190       0.498179 
    3.389246      0.134149     11.097788      -0.022112       0.484772 
    3.383814      0.008157     11.098101      -0.022735       0.471267 
    3.378400      0.150474     11.098985      -0.022991       0.459161 
    3.373003      0.289896     11.100098      -0.022937       0.448765 
    3.367624      0.423546     11.101414      -0.022579       0.441496 
    3.362261      0.548674     11.103015      -0.021998       0.437507 
    3.356916      0.662670     11.104753      -0.021249       0.436969 
    3.351587      0.763140     11.106405      -0.020422       0.439833 
    3.346276      0.847952     11.108244      -0.019556       0.445823 
    3.340981      0.915292     11.109940      -0.018781       0.454444 
    3.335703      0.963701     11.111618      -0.018102       0.465015 
    3.330442      0.992100     11.113066      -0.017655       0.476717 
    3.325197      0.999822     11.114343      -0.017405       0.488650 
    3.319968      0.986629     11.115346      -0.017438       0.499367 
    3.314757      0.952726     11.116087      -0.017755       0.508613 
    3.309561      0.898748     11.116418      -0.018333       0.515229 
    3.304382      0.825762     11.116607      -0.019141       0.518619 
    3.299219      0.735240     11.116636      -0.020099       0.518417 
    3.294072      0.629038     11.116523      -0.021144       0.514527 
    3.288941      0.509363     11.116560      -0.022202       0.507138 
    3.283826      0.378703     11.116562      -0.023200       0.496714 
    3.278727      0.239810     11.116617      -0.024071       0.483945 
    3.273643      0.095627     11.117018      -0.024786       0.469447 
    3.268576      0.050777     11.117418      -0.025284       0.455022 
    3.263524      0.196249     11.118049      -0.025567       0.441449 
    3.258488      0.337676     11.119163      -0.025588       0.429739 
    3.253467      0.471979     11.120420      -0.025375       0.420596 
    3.248461      0.596227     11.121808      -0.024948       0.414511 
    3.243472      0.707690     11.123381      -0.024361       0.411726 
    3.238497      0.803894     11.125070      -0.023716       0.412236 
    3.233537      0.882705     11.126712      -0.023097       0.415797 
    3.228593      0.942331     11.128171      -0.022622       0.421698 
    3.223664      0.981404     11.129457      -0.022382       0.429374 
    3.218750      0.998994     11.130380      -0.022408       0.438379 
    3.213851      0.994641     11.131220      -0.022761       0.447494 
    3.208966      0.968366     11.131598      -0.023375       0.455877 
    3.204097      0.920674     11.131743      -0.024216       0.462781 
    3.199242      0.852549     11.131868      -0.025189       0.467630 
    3.194402      0.765432     11.131857      -0.026223       0.470093 
    3.189577      0.661205     11.131696      -0.027240       0.470119 
    3.184766      0.542118     11.131750      -0.028196       0.467952 
    3.179970      0.410790     11.131976      -0.029034       0.464130 
    3.175188      0.270120     11.132336      -0.029747       0.459336 
    3.170420      0.123233     11.132961      -0.030302       0.454231 
    3.165667      0.026578     11.133525      -0.030696       0.449593 
    3.160928      0.175966     11.134333      -0.030934       0.446226 
    3.156203      0.321543     11.135351      -0.030960       0.444103 
    3.151493      0.460001     11.136476      -0.030817       0.443094 
    3.146796      0.588168     11.137922      -0.030434       0.443492 
    3.142113      0.703113     11.139570      -0.029903       0.445488 
    3.137444      0.802158     11.141389      -0.029216       0.449106 
    3.132789      0.882994     11.143098      -0.028460       0.454259 
    3.128148      0.943709     11.144953      -0.027725       0.460529 
    3.123521      0.982843     11.146523      -0.027084       0.467509 
    3.118907      0.999432     11.147996      -0.026650       0.474790 
    3.114307      0.993016     11.149111      -0.026441       0.482015 
    3.109720      0.963670     11.150228      -0.026480       0.488906 
    3.105147      0.911997     11.151099      -0.026690       0.495238 
    3.100587      0.839131     11.151917      -0.027043       0.500807 
    3.096041      0.746689     11.152601      -0.027452       0.505406 
    3.091508      0.636759     11.153411      -0.027834       0.508643 
    3.086988      0.511860     11.154022      -0.028207       0.510586 
    3.082482      0.374856     11.154844      -0.028457       0.511116 
    3.077988      0.228938     11.155548      -0.028630       0.509888 
    3.073508      0.077478     11.156657      -0.028728       0.506382 
    3.069041      0.075963     11.157622      -0.028734       0.500105 
    3.064586      0.227770     11.158846      -0.028673       0.491309 
    3.060145      0.374353     11.160074      -0.028509       0.480263 
    3.055716      0.512216     11.161242      -0.028287       0.467208 
    3.051301      0.638077     11.162786      -0.027999       0.453164 
    3.046898      0.748896     11.164319      -0.027685       0.438520 
    3.042507      0.841985     11.165345      -0.027394       0.423599 
    3.038130      0.915063     11.166828      -0.027150       0.408468 
    3.033764      0.966321     11.167961      -0.027063       0.393074 
    3.029412      0.994468     11.169011      -0.027088       0.377327 
    3.025072      0.998752     11.170004      -0.027257       0.361167 
    3.020744      0.978997     11.170954      -0.027510       0.344588 
    3.016428      0.935607     11.171753      -0.027781       0.327692 
    3.012125      0.869562     11.172468      -0.028017       0.311387 
    3.007835      0.782386     11.173411      -0.028146       0.295189 
    3.003556      0.676136     11.174743      -0.028112       0.279283 
    2.999290      0.553335     11.175941      -0.027917       0.263411 
    2.995035      0.416928     11.177319      -0.027562       0.247530 
    2.990793      0.270217     11.179026      -0.027145       0.231566 
    2.986563      0.116739     11.180611      -0.026711       0.215419 
    2.982345      0.039749     11.181993      -0.026332       0.199307 
    2.978138      0.195419     11.183330      -0.026063       0.183559 
    2.973944      0.346433     11.184523      -0.025881       0.168474 
    2.969761      0.489040     11.185669      -0.025817       0.154151 
    2.965590      0.619715     11.186941      -0.025755       0.140035 
    2.961431      0.735176     11.188195      -0.025689       0.126194 
    2.957283      0.832512     11.189584      -0.025536       0.112922 
    2.953147      0.909250     11.190940      -0.025310       0.100691 
    2.949022      0.963419     11.192339      -0.025021       0.090001 
    2.944909      0.993605     11.193603      -0.024714       0.081275 
    2.940808      0.998981     11.194994      -0.024466       0.074739 
    2.936718      0.979339     11.196512      -0.024294       0.070405 
    2.932639      0.935102     11.197471      -0.024254       0.068419 
    2.928571      0.867315     11.198598      -0.024315       0.067612 
    2.924515      0.777611     11.199547      -0.024485       0.068070 
    2.920470      0.668193     11.200543      -0.024717       0.069275 
    2.916436      0.541775     11.201409      -0.025006       0.070861 
    2.912414      0.401511     11.202135      -0.025325       0.072690 
    2.908402      0.250932     11.202891      -0.025657       0.074873 
    2.904402      0.093822     11.203677      -0.026015       0.077673 
    2.900412      0.065828     11.204418      -0.026377       0.080777 
    2.896433      0.223945     11.205222      -0.026744       0.083245 
    2.892466      0.376473     11.206265      -0.027076       0.083944 
    2.888509      0.519506     11.207025      -0.027384       0.081451 
    2.884563      0.649330     11.207966      -0.027621       0.075751 
    2.880628      0.762576     11.208964      -0.027810       0.067248 
    2.876703      0.856277     11.209874      -0.027954       0.056238 
    2.872789      0.927957     11.210950      -0.028026       0.042853 
    2.868886      0.975706     11.212122      -0.028141       0.027109 
    2.864993      0.998218     11.213144      -0.028198       0.008970 
    2.861111      0.994841     11.214213      -0.028331      -0.011452 
    2.857239      0.965588     11.215256      -0.028458      -0.034505 
    2.853378      0.911160     11.216322      -0.028588      -0.059269 
    2.849528      0.832894     11.217386      -0.028718      -0.084563 
    2.845687      0.732785     11.218421      -0.028761      -0.109320 
    2.841857      0.613393     11.219476      -0.028800      -0.132539 
    2.838038      0.477793     11.220712      -0.028758      -0.153437 
    2.834228      0.329527     11.222062      -0.028728      -0.171612 
    2.830429      0.172438     11.223285      -0.028644      -0.187142 
    2.826640      0.010661     11.224522      -0.028569      -0.200406 
    2.822861      0.151541     11.225883      -0.028457      -0.211712 
    2.819092      0.309874     11.227088      -0.028327      -0.220983 
    2.815333      0.460114     11.228479      -0.028163      -0.228208 
    2.811584      0.598269     11.229877      -0.027969      -0.233288 
    2.807846      0.720628     11.231127      -0.027811      -0.236548 
    2.804117      0.823874     11.232428      -0.027674      -0.238461 
    2.800398      0.905206     11.233847      -0.027640      -0.239350 
    2.796689      0.962384     11.234974      -0.027661      -0.239324 
    2.792989      0.993822     11.236226      -0.027773      -0.238328 
    2.789300      0.998603     11.237156      -0.027894      -0.236214 
    2.785620      0.976530     11.238232      -0.028006      -0.233619 
    2.781950      0.928129     11.239436      -0.028012      -0.229646 
    2.778290      0.854644     11.240653      -0.027880      -0.224988 
    2.774639      0.757988     11.242158      -0.027572      -0.219961 
    2.770997      0.640720     11.243949      -0.027075      -0.215037 
    2.767366      0.505974     11.245774      -0.026478      -0.210884 
    2.763743      0.357369     11.247659      -0.025789      -0.208530 
    2.760131      0.198914     11.249646      -0.025141      -0.208114 
    2.756527      0.034899     11.251305      -0.024609      -0.209541 
    2.752934      0.130205     11.253018      -0.024251      -0.213217 
    2.749349      0.291883     11.254292      -0.024156      -0.217686 
    2.745774      0.445702     11.255360      -0.024239      -0.222347 
    2.742208      0.587402     11.256310      -0.024542      -0.226111 
    2.738651      0.713081     11.257190      -0.024908      -0.227939 
    2.735104      0.819225     11.258075      -0.025296      -0.227764 
    2.731565      0.902855     11.258994      -0.025592      -0.225460 
    2.728036      0.961611     11.260041      -0.025741      -0.220946 
    2.724516      0.993801     11.261354      -0.025778      -0.214302 
    2.721005      0.998470     11.262672      -0.025652      -0.205782 
    2.717503      0.975420     11.264090      -0.025473      -0.194687 
    2.714010      0.925224     11.265571      -0.025186      -0.181858 
    2.710526      0.849214     11.267140      -0.024916      -0.168269 
    2.707051      0.749454     11.268665      -0.024627      -0.154184 
    2.703585      0.628669     11.270240      -0.024378      -0.139667 
    2.700128      0.490189     11.271668      -0.024186      -0.124567 
    2.696679      0.337853     11.273170      -0.024026      -0.108782 
    2.693240      0.175914     11.274444      -0.023975      -0.092345 
    2.689809      0.008903     11.275752      -0.023956      -0.076052 
    2.686387      0.158493     11.276823      -0.024023      -0.060689 
    2.682973      0.321554     11.277987      -0.024104      -0.046434 
    2.679569      0.475652     11.279263      -0.024209      -0.034440 
    2.676172      0.616399     11.280371      -0.024301      -0.024839 
    2.672785      0.739794     11.281702      -0.024347      -0.017759 
    2.669406      0.842278     11.283044      -0.024335      -0.013200 
    2.666035      0.920893     11.284320      -0.024258      -0.010544 
    2.662673      0.973337     11.285889      -0.024131      -0.009201 
    2.659320      0.998059     11.287172      -0.023994      -0.008530 
    2.655975      0.994288     11.288559      -0.023829      -0.007849 
    2.652638      0.962064     11.289881      -0.023764      -0.006478 
    2.649310      0.902247     11.291258      -0.023772      -0.004372 
    2.645990      0.816490     11.292453      -0.023917       0.000054 
    2.642678      0.707205     11.293473      -0.024215       0.007486 
    2.639375      0.577479     11.294462      -0.024613       0.018513 
    2.636080      0.431000     11.295113      -0.025165       0.032665 
    2.632793      0.271966     11.295809      -0.025785       0.049180 
    2.629514      0.104953     11.296515      -0.026419       0.067427 
    2.626244      0.065217     11.297180      -0.027008       0.087039 
    2.622981      0.233631     11.298106      -0.027444       0.107509 
    2.619727      0.395386     11.298986      -0.027753       0.128406 
    2.616481      0.545753     11.300225      -0.027878       0.149013 
    2.613243      0.680332     11.301713      -0.027826       0.168120 
    2.610012      0.795153     11.303228      -0.027639       0.184085 
    2.606790      0.886830     11.304811      -0.027373       0.195958 
    2.603576      0.952622     11.306396      -0.027128       0.203284 
    2.600369      0.990545     11.308064      -0.026904       0.206272 
    2.597171      0.999424     11.309332      -0.026789       0.205779 
    2.593980      0.978938     11.310675      -0.026712       0.201749 
    2.590798      0.929623     11.312245      -0.026650       0.195451 
    2.587623      0.852871     11.313691      -0.026618       0.187449 
    2.584455      0.750890     11.315164      -0.026482       0.177862 
    2.581296      0.626641     11.316459      -0.026357       0.166633 
    2.578144      0.483763     11.318053      -0.026190       0.154104 
    2.575000      0.326430     11.319613      -0.026069       0.140777 
    2.571864      0.159297     11.320935      -0.026030       0.127992 
    2.568735      0.012682     11.322333      -0.026011       0.117042 
    2.565614      0.184412     11.323707      -0.026009       0.108905 
    2.562500      0.350749     11.325173      -0.025962       0.105152 
    2.559394      0.506745     11.326672      -0.025846       0.105032 
    2.556295      0.647694     11.328290      -0.025659       0.107816 
    2.553204      0.769351     11.329906      -0.025417       0.112307 
    2.550121      0.868029     11.331470      -0.025165       0.117384 
    2.547045      0.940710     11.333055      -0.024959       0.123352 
    2.543976      0.985168     11.334652      -0.024836       0.129794 
    2.540915      0.999999     11.336029      -0.024855       0.136104 
    2.537861      0.984697     11.337121      -0.024963       0.141337 
    2.534814      0.939661     11.338266      -0.025167       0.143708 
    2.531775      0.866198     11.339460      -0.025405       0.143300 
    2.528743      0.766464     11.340494      -0.025592       0.139104 
    2.525718      0.643436     11.341917      -0.025766       0.131780 
    2.522700      0.500795     11.343227      -0.025760       0.122497 
    2.519690      0.342843     11.344566      -0.025689       0.112538 
    2.516686      0.174363     11.346210      -0.025447       0.102788 
    2.513690      0.000454     11.347886      -0.025095       0.093902 
    2.510702      0.173589     11.349646      -0.024672       0.086330 
    2.507720      0.342441     11.351468      -0.024156       0.081315 
    2.504745      0.500914     11.353290      -0.023661       0.078585 
    2.501777      0.644160     11.354967      -0.023176       0.077698 
    2.498816      0.767742     11.356849      -0.022798       0.079502 
    2.495863      0.867825     11.358457      -0.022533       0.083742 
    2.492916      0.941287     11.359957      -0.022403       0.090242 
    2.489976      0.985810     11.361283      -0.022413       0.098820 
    2.487044      0.999974     11.362546      -0.022501       0.107982 
    2.484118      0.983279     11.363711      -0.022639       0.116336 
    2.481199      0.936178     11.364717      -0.022747       0.122514 
    2.478286      0.860076     11.365840      -0.022790       0.124026 
    2.475381      0.757282     11.367305      -0.022712       0.122161 
    2.472482      0.630923     11.368810      -0.022520       0.117506 
    2.469591      0.484882     11.370459      -0.022205       0.111042 
    2.466706      0.323672     11.371992      -0.021812       0.103225 
    2.463827      0.152278     11.373616      -0.021385       0.094597 
    2.460956      0.023959     11.375272      -0.020994       0.085852 
    2.458091      0.199561     11.376941      -0.020671       0.077785 
    2.455233      0.369037     11.378457      -0.020457       0.071085 
    2.452381      0.527071     11.379761      -0.020351       0.067473 
    2.449536      0.668676     11.380930      -0.020295       0.064906 
    2.446697      0.789387     11.382185      -0.020292       0.063004 
    2.443866      0.885379     11.383557      -0.020240       0.060465 
    2.441041      0.953581     11.384844      -0.020155       0.056039 
    2.438222      0.991797     11.386291      -0.020030       0.050429 
    2.435410      0.998767     11.387564      -0.019886       0.043579 
    2.432604      0.974217     11.388965      -0.019805       0.034790 
    2.429804      0.918864     11.390176      -0.019784       0.023435 
    2.427011      0.834406     11.391339      -0.019866       0.010033 
    2.424225      0.723465     11.392377      -0.020007      -0.006268 
    2.421445      0.589513     11.393535      -0.020104      -0.022637 
    2.418671      0.436777     11.394513      -0.020159      -0.039564 
    2.415904      0.270051     11.395945      -0.019999      -0.056810 
    2.413143      0.094639     11.397455      -0.019739      -0.073654 
    2.410388      0.083892     11.399166      -0.019333      -0.089045 
    2.407640      0.259845     11.400767      -0.018848      -0.101829 
    2.404897      0.427597     11.402518      -0.018397      -0.110994 
    2.402162      0.581775     11.404035      -0.017970      -0.115806 
    2.399432      0.717421     11.405557      -0.017672      -0.115114 
    2.396708      0.830150     11.406882      -0.017463      -0.110697 
    2.393991      0.916310     11.408213      -0.017353      -0.101957 
    2.391280      0.973082     11.409458      -0.017285      -0.089913 
    2.388575      0.998598     11.410772      -0.017172      -0.075616 
    2.385876      0.991980     11.412107      -0.016928      -0.060824 
    2.383183      0.953389     11.413807      -0.016467      -0.048517 
    2.380496      0.884014     11.415769      -0.015736      -0.039989 
    2.377815      0.786052     11.418031      -0.014745      -0.035640 
    2.375141      0.662614     11.420298      -0.013558      -0.036220 
    2.372472      0.517659     11.422795      -0.012308      -0.041234 
    2.369809      0.355849     11.425053      -0.011164      -0.048905 
    2.367152      0.182407     11.427236      -0.010224      -0.059050 
    2.364502      0.002953     11.429114      -0.009559      -0.069938 
    2.361857      0.176695     11.430637      -0.009163      -0.079574 
    2.359218      0.350696     11.431998      -0.008945      -0.086035 
    2.356585      0.513358     11.433308      -0.008828      -0.087828 
    2.353958      0.659363     11.434529      -0.008688      -0.084223 
    2.351336      0.783906     11.435984      -0.008472      -0.075386 
    2.348721      0.882899     11.437505      -0.008093      -0.062380 
    2.346111      0.953055     11.439277      -0.007587      -0.047890 
    2.343507      0.992026     11.441105      -0.006960      -0.033047 
    2.340909      0.998489     11.442834      -0.006311      -0.019386 
    2.338317      0.972180     11.444654      -0.005738      -0.007082 
    2.335730      0.913913     11.446162      -0.005269       0.003166 
    2.333149      0.825554     11.447629      -0.005029       0.010896 
    2.330574      0.709966     11.448762      -0.004941       0.015720 
    2.328004      0.570927     11.449817      -0.005037       0.017072 
    2.325441      0.412969     11.450814      -0.005202       0.013598 
    2.322882      0.241299     11.451823      -0.005355       0.007242 
    2.320330      0.061559     11.452921      -0.005461      -0.001578 
    2.317783      0.120307     11.454069      -0.005442      -0.011731 
    2.315241      0.298264     11.455463      -0.005318      -0.021969 
    2.312705      0.466433     11.456823      -0.005069      -0.031079 
    2.310175      0.619196     11.458334      -0.004691      -0.038014 
    2.307650      0.751467     11.460013      -0.004178      -0.041998 
    2.305131      0.858804     11.461928      -0.003511      -0.042670 
    2.302617      0.937600     11.463892      -0.002667      -0.040267 
    2.300109      0.985191     11.465945      -0.001676      -0.038771 
    2.297606      0.999944     11.468145      -0.000575      -0.038565 
    2.295109      0.981315     11.470484       0.000630      -0.039777 
    2.292617      0.929878     11.472900       0.001819      -0.042720 
    2.290130      0.847318     11.475172       0.002951      -0.048073 
    2.287649      0.736338     11.477223       0.003952      -0.057016 
    2.285173      0.600627     11.479207       0.004736      -0.069629 
    2.282703      0.444704     11.480967       0.005278      -0.085111 
    2.280238      0.273770     11.482314       0.005575      -0.102064 
    2.277778      0.093565     11.483553       0.005620      -0.121414 
    2.275323      0.089878     11.484696       0.005558      -0.138386 
    2.272874      0.270376     11.485654       0.005378      -0.152284 
    2.270430      0.441850     11.486556       0.005250      -0.161883 
    2.267991      0.598494     11.487767       0.005206      -0.166245 
    2.265558      0.734987     11.488846       0.005280      -0.164807 
    2.263130      0.846713     11.490262       0.005484      -0.157537 
    2.260707      0.929844     11.491558       0.005680      -0.145138 
